cohort_id,time_id,covariate_id,sum_value,mean,sd,database_id
1,10,1501309403,926,0.0127,0.1118,Pharmetrics
1,1,21602949403,4452,0.0609,0.2392,Pharmetrics
1,9,21604678403,22471,0.3075,0.4614,Pharmetrics
1,10,21602325403,3196,0.0437,0.2045,Pharmetrics
1,10,21600095403,10665,0.1459,0.353,Pharmetrics
1,10,739138403,5897,0.0807,0.2724,Pharmetrics
1,8,21602189403,4768,0.0652,0.2469,Pharmetrics
1,2,1501700403,3278,0.0449,0.207,Pharmetrics
1,6,21603444403,2271,0.0311,0.1735,Pharmetrics
1,1,21602496403,18604,0.2546,0.4356,Pharmetrics
1,5,21603552403,23546,0.3222,0.4673,Pharmetrics
1,7,21601455403,2070,0.0283,0.1659,Pharmetrics
1,10,21601370403,16404,0.2245,0.4172,Pharmetrics
1,8,21603550403,34588,0.4733,0.4993,Pharmetrics
1,9,21602362403,4176,0.0571,0.2321,Pharmetrics
1,9,21600651403,9362,0.1281,0.3342,Pharmetrics
1,9,21601195403,9352,0.128,0.334,Pharmetrics
1,4,21603396403,19782,0.2707,0.4443,Pharmetrics
1,2,21603932403,26060,0.3566,0.479,Pharmetrics
1,9,21604291403,8069,0.1104,0.3134,Pharmetrics
1,5,21601854403,1228,0.0168,0.1285,Pharmetrics
1,3,21603126403,3312,0.0453,0.208,Pharmetrics
1,2,21602196403,23023,0.315,0.4645,Pharmetrics
1,1,21602055403,3806,0.0521,0.2222,Pharmetrics
1,3,21603114403,2450,0.0335,0.18,Pharmetrics
1,4,21601487403,12854,0.1759,0.3807,Pharmetrics
1,9,21600531403,4192,0.0574,0.2325,Pharmetrics
1,6,21605205403,11913,0.163,0.3694,Pharmetrics
1,1,21602445403,23139,0.3166,0.4652,Pharmetrics
1,8,21600095403,3176,0.0435,0.2039,Pharmetrics
1,6,21601605403,2815,0.0385,0.1924,Pharmetrics
1,1,21600081403,3488,0.0477,0.2132,Pharmetrics
1,4,21601167403,24192,0.331,0.4706,Pharmetrics
1,3,21605229403,2284,0.0313,0.174,Pharmetrics
1,8,21600213403,11614,0.1589,0.3656,Pharmetrics
1,3,21603812403,15132,0.207,0.4052,Pharmetrics
1,5,21605008403,12825,0.1755,0.3804,Pharmetrics
1,10,21601290403,5302,0.0725,0.2594,Pharmetrics
1,7,21600064403,7938,0.1086,0.3112,Pharmetrics
1,4,21602559403,13251,0.1813,0.3853,Pharmetrics
1,5,21602930403,2709,0.0371,0.1889,Pharmetrics
1,4,21600600403,13409,0.1835,0.3871,Pharmetrics
1,7,21600802403,8389,0.1148,0.3188,Pharmetrics
1,2,21604114403,5074,0.0694,0.2542,Pharmetrics
1,10,21602488403,32217,0.4408,0.4965,Pharmetrics
1,9,19045045403,2161,0.0296,0.1694,Pharmetrics
1,1,21604147403,10494,0.1436,0.3507,Pharmetrics
1,3,21600064403,8978,0.1228,0.3283,Pharmetrics
1,1,21603072403,9291,0.1271,0.3331,Pharmetrics
1,5,21604220403,2435,0.0333,0.1795,Pharmetrics
1,10,21600642403,9112,0.1247,0.3304,Pharmetrics
1,2,21603079403,6646,0.0909,0.2875,Pharmetrics
1,3,21604389403,6296,0.0861,0.2806,Pharmetrics
1,1,21604291403,15815,0.2164,0.4118,Pharmetrics
1,3,21604390403,6296,0.0861,0.2806,Pharmetrics
1,1,1501700403,3437,0.047,0.2117,Pharmetrics
1,9,21600002403,20792,0.2845,0.4512,Pharmetrics
1,10,21603006403,13029,0.1783,0.3827,Pharmetrics
1,2,21604304403,37606,0.5146,0.4998,Pharmetrics
1,3,21605144403,41667,0.5701,0.4951,Pharmetrics
1,10,21601899403,2676,0.0366,0.1878,Pharmetrics
1,2,21602722403,25077,0.3431,0.4748,Pharmetrics
1,3,21600668403,10925,0.1495,0.3566,Pharmetrics
1,4,21602104403,14960,0.2047,0.4035,Pharmetrics
1,8,21603551403,21348,0.2921,0.4547,Pharmetrics
1,9,21600838403,12796,0.1751,0.38,Pharmetrics
1,10,21603746403,3999,0.0547,0.2274,Pharmetrics
1,3,21602868403,12467,0.1706,0.3761,Pharmetrics
1,10,744740403,2412,0.033,0.1786,Pharmetrics
1,9,21601168403,34182,0.4677,0.499,Pharmetrics
1,10,21604874403,38721,0.5298,0.4991,Pharmetrics
1,2,21600280403,4342,0.0594,0.2364,Pharmetrics
1,6,920293403,918,0.0126,0.1114,Pharmetrics
1,10,21600492403,36000,0.4926,0.4999,Pharmetrics
1,7,21601120403,21219,0.2903,0.4539,Pharmetrics
1,3,21603616403,23020,0.315,0.4645,Pharmetrics
1,8,21603931403,19720,0.2698,0.4439,Pharmetrics
1,9,21600101403,17416,0.2383,0.426,Pharmetrics
1,4,21600672403,8230,0.1126,0.3161,Pharmetrics
1,2,21603071403,7217,0.0987,0.2983,Pharmetrics
1,10,21601369403,14648,0.2004,0.4003,Pharmetrics
1,2,21604269403,15127,0.207,0.4051,Pharmetrics
1,8,21600229403,24473,0.3349,0.4719,Pharmetrics
1,10,21600672403,17018,0.2329,0.4226,Pharmetrics
1,2,21602361403,27615,0.3778,0.4848,Pharmetrics
1,3,21604015403,20290,0.2776,0.4478,Pharmetrics
1,6,21604678403,8996,0.1231,0.3285,Pharmetrics
1,4,1717704403,904,0.0124,0.1105,Pharmetrics
1,9,21601120403,30026,0.4108,0.492,Pharmetrics
1,2,21604208403,12471,0.1706,0.3762,Pharmetrics
1,5,21602073403,4448,0.0609,0.2391,Pharmetrics
1,1,21603444403,11743,0.1607,0.3672,Pharmetrics
1,2,21602558403,16854,0.2306,0.4212,Pharmetrics
1,10,21600048403,4000,0.0547,0.2275,Pharmetrics
1,10,21601907403,55412,0.7582,0.4282,Pharmetrics
1,8,21603553403,13558,0.1855,0.3887,Pharmetrics
1,5,21605295403,2325,0.0318,0.1755,Pharmetrics
1,8,21601634403,948,0.013,0.1132,Pharmetrics
1,4,21602251403,8821,0.1207,0.3258,Pharmetrics
1,3,21603006403,3564,0.0488,0.2154,Pharmetrics
1,3,21601746403,848,0.0116,0.1071,Pharmetrics
1,9,21603940403,29854,0.4085,0.4916,Pharmetrics
1,4,21605212403,4805,0.0657,0.2478,Pharmetrics
1,6,21601815403,2578,0.0353,0.1845,Pharmetrics
1,2,21604787403,22313,0.3053,0.4605,Pharmetrics
1,9,19127890403,8049,0.1101,0.3131,Pharmetrics
1,9,21600452403,20106,0.2751,0.4466,Pharmetrics
1,8,21601628403,23071,0.3157,0.4648,Pharmetrics
1,7,21605180403,21228,0.2905,0.454,Pharmetrics
1,8,21602169403,13944,0.1908,0.3929,Pharmetrics
1,2,19036781403,9379,0.1283,0.3345,Pharmetrics
1,10,21602324403,13207,0.1807,0.3848,Pharmetrics
1,2,1521369403,8089,0.1107,0.3137,Pharmetrics
1,4,21600875403,8756,0.1198,0.3247,Pharmetrics
1,6,967823403,1891,0.0259,0.1588,Pharmetrics
1,2,21602728403,24734,0.3384,0.4732,Pharmetrics
1,9,1738521403,4665,0.0638,0.2444,Pharmetrics
1,10,21600602403,7400,0.1013,0.3017,Pharmetrics
1,5,21602178403,21180,0.2898,0.4537,Pharmetrics
1,5,21601628403,21003,0.2874,0.4525,Pharmetrics
1,2,21600474403,23594,0.3228,0.4676,Pharmetrics
1,1,21604589403,2699,0.0369,0.1886,Pharmetrics
1,2,21605009403,23409,0.3203,0.4666,Pharmetrics
1,3,21602104403,19611,0.2683,0.4431,Pharmetrics
1,5,21602176403,23236,0.3179,0.4657,Pharmetrics
1,9,21602283403,13332,0.1824,0.3862,Pharmetrics
1,5,21602445403,15422,0.211,0.408,Pharmetrics
1,5,21603551403,30344,0.4152,0.4928,Pharmetrics
1,2,21602515403,31318,0.4285,0.4949,Pharmetrics
1,5,21601108403,8260,0.113,0.3166,Pharmetrics
1,1,21605164403,19539,0.2673,0.4426,Pharmetrics
1,2,21601833403,4043,0.0553,0.2286,Pharmetrics
1,6,21600492403,3769,0.0516,0.2212,Pharmetrics
1,6,21602450403,12303,0.1683,0.3742,Pharmetrics
1,10,21600815403,36261,0.4961,0.5,Pharmetrics
1,9,21601333403,6218,0.0851,0.279,Pharmetrics
1,2,21602052403,3507,0.048,0.2137,Pharmetrics
1,2,21602514403,13737,0.188,0.3907,Pharmetrics
1,9,21600451403,21437,0.2933,0.4553,Pharmetrics
1,9,21603479403,4292,0.0587,0.2351,Pharmetrics
1,2,21602144403,19857,0.2717,0.4448,Pharmetrics
1,7,21602282403,12479,0.1707,0.3763,Pharmetrics
1,7,21605007403,23589,0.3228,0.4675,Pharmetrics
1,1,21602798403,6837,0.0935,0.2912,Pharmetrics
1,5,704943403,781,0.0107,0.1028,Pharmetrics
1,1,21601136403,42607,0.583,0.4931,Pharmetrics
1,2,21603216403,16285,0.2228,0.4161,Pharmetrics
1,2,21604801403,7874,0.1077,0.31,Pharmetrics
1,6,21601119403,18164,0.2485,0.4322,Pharmetrics
1,4,21602488403,13502,0.1847,0.3881,Pharmetrics
1,8,21601716403,1498,0.0205,0.1417,Pharmetrics
1,9,21601730403,2615,0.0358,0.1857,Pharmetrics
1,3,21603940403,33075,0.4526,0.4977,Pharmetrics
1,9,21602471403,25333,0.3466,0.4759,Pharmetrics
1,8,21605188403,17616,0.241,0.4277,Pharmetrics
1,2,1126658403,10010,0.137,0.3438,Pharmetrics
1,7,21605042403,13259,0.1814,0.3854,Pharmetrics
1,8,21601119403,30298,0.4146,0.4926,Pharmetrics
1,4,21603616403,17556,0.2402,0.4272,Pharmetrics
1,10,21603671403,14536,0.1989,0.3992,Pharmetrics
1,10,1548195403,6337,0.0867,0.2814,Pharmetrics
1,5,21600002403,14488,0.1982,0.3987,Pharmetrics
1,1,21600047403,11322,0.1549,0.3618,Pharmetrics
1,1,21601386403,19891,0.2722,0.4451,Pharmetrics
1,7,21602196403,14160,0.1937,0.3952,Pharmetrics
1,2,1836430403,3056,0.0418,0.2002,Pharmetrics
1,7,21600815403,13719,0.1877,0.3905,Pharmetrics
1,9,21604606403,24639,0.3371,0.4727,Pharmetrics
1,6,21601783403,1051,0.0144,0.1191,Pharmetrics
1,10,21602446403,32658,0.4468,0.4972,Pharmetrics
1,1,21602471403,23286,0.3186,0.4659,Pharmetrics
1,9,21605144403,40275,0.5511,0.4974,Pharmetrics
1,10,1521369403,15882,0.2173,0.4124,Pharmetrics
1,2,21600498403,1681,0.023,0.1499,Pharmetrics
1,3,21602002403,11112,0.152,0.3591,Pharmetrics
1,10,21602445403,36967,0.5058,0.5,Pharmetrics
1,10,21603283403,20358,0.2786,0.4483,Pharmetrics
1,7,21602514403,9616,0.1316,0.338,Pharmetrics
1,5,21602728403,14379,0.1967,0.3975,Pharmetrics
1,9,21603274403,22617,0.3095,0.4623,Pharmetrics
1,10,1519936403,2579,0.0353,0.1845,Pharmetrics
1,8,21600221403,24134,0.3302,0.4703,Pharmetrics
1,4,21602004403,4338,0.0594,0.2363,Pharmetrics
1,5,920293403,2943,0.0403,0.1966,Pharmetrics
1,10,732893403,6391,0.0874,0.2825,Pharmetrics
1,3,21600491403,20115,0.2752,0.4466,Pharmetrics
1,5,21600101403,13703,0.1875,0.3903,Pharmetrics
1,2,21603041403,9366,0.1282,0.3343,Pharmetrics
1,4,21604489403,16655,0.2279,0.4195,Pharmetrics
1,10,21600835403,28779,0.3938,0.4886,Pharmetrics
1,5,21602723403,14404,0.1971,0.3978,Pharmetrics
1,1,21600491403,23512,0.3217,0.4671,Pharmetrics
1,6,21600875403,875,0.012,0.1088,Pharmetrics
1,10,21602819403,33897,0.4638,0.4987,Pharmetrics
1,7,21604255403,13915,0.1904,0.3926,Pharmetrics
1,10,21604686403,22988,0.3145,0.4643,Pharmetrics
1,5,21600259403,2100,0.0287,0.1671,Pharmetrics
1,1,21604269403,16112,0.2205,0.4146,Pharmetrics
1,10,21604635403,23553,0.3223,0.4673,Pharmetrics
1,7,19036781403,7912,0.1083,0.3107,Pharmetrics
1,3,21600201403,23767,0.3252,0.4684,Pharmetrics
1,3,21603248403,12104,0.1656,0.3717,Pharmetrics
1,9,21604147403,5255,0.0719,0.2583,Pharmetrics
1,5,1000560403,7999,0.1094,0.3122,Pharmetrics
1,3,21603436403,26069,0.3567,0.479,Pharmetrics
1,8,21603812403,13707,0.1875,0.3904,Pharmetrics
1,3,21600667403,10925,0.1495,0.3566,Pharmetrics
1,3,21603249403,6016,0.0823,0.2748,Pharmetrics
1,2,21605187403,39545,0.5411,0.4983,Pharmetrics
1,10,21604838403,3811,0.0521,0.2223,Pharmetrics
1,3,21604181403,16298,0.223,0.4163,Pharmetrics
1,4,21603813403,12077,0.1652,0.3714,Pharmetrics
1,9,1552310403,2618,0.0358,0.1858,Pharmetrics
1,10,21601731403,3248,0.0444,0.2061,Pharmetrics
1,7,21602450403,13963,0.1911,0.3931,Pharmetrics
1,8,21603932403,17951,0.2456,0.4305,Pharmetrics
1,7,21603440403,18176,0.2487,0.4323,Pharmetrics
1,2,21604253403,30397,0.4159,0.4929,Pharmetrics
1,1,21604564403,9874,0.1351,0.3418,Pharmetrics
1,2,21604678403,27227,0.3725,0.4835,Pharmetrics
1,8,21603940403,25933,0.3548,0.4785,Pharmetrics
1,10,1707164403,13045,0.1785,0.3829,Pharmetrics
1,5,21602182403,21174,0.2897,0.4536,Pharmetrics
1,3,21602514403,12701,0.1738,0.3789,Pharmetrics
1,9,21604269403,7407,0.1013,0.3018,Pharmetrics
1,3,1154029403,14187,0.1941,0.3955,Pharmetrics
1,5,21600483403,1133,0.0155,0.1235,Pharmetrics
1,9,21601907403,33916,0.4641,0.4987,Pharmetrics
1,7,21604208403,10672,0.146,0.3531,Pharmetrics
1,6,21602143403,3428,0.0469,0.2114,Pharmetrics
1,10,21603007403,13029,0.1783,0.3827,Pharmetrics
1,3,43534855403,3568,0.0488,0.2155,Pharmetrics
1,2,21602189403,15654,0.2142,0.4103,Pharmetrics
1,10,1135766403,3901,0.0534,0.2248,Pharmetrics
1,1,21602179403,32446,0.4439,0.4968,Pharmetrics
1,2,21601194403,14763,0.202,0.4015,Pharmetrics
1,1,21602359403,44539,0.6094,0.4879,Pharmetrics
1,9,21604874403,16042,0.2195,0.4139,Pharmetrics
1,1,21602054403,10680,0.1461,0.3532,Pharmetrics
1,8,21604787403,10249,0.1402,0.3472,Pharmetrics
1,7,1154029403,12649,0.1731,0.3783,Pharmetrics
1,6,21602159403,10055,0.1376,0.3445,Pharmetrics
1,1,21603255403,7229,0.0989,0.2985,Pharmetrics
1,5,21604389403,5199,0.0711,0.2571,Pharmetrics
1,8,21602179403,12605,0.1725,0.3778,Pharmetrics
1,1,21602283403,21043,0.2879,0.4528,Pharmetrics
1,8,21602359403,33745,0.4617,0.4985,Pharmetrics
1,6,21602537403,6792,0.0929,0.2903,Pharmetrics
1,1,21605187403,42608,0.583,0.4931,Pharmetrics
1,1,21602452403,15988,0.2188,0.4134,Pharmetrics
1,10,21601077403,10832,0.1482,0.3553,Pharmetrics
1,8,21600001403,24393,0.3338,0.4716,Pharmetrics
1,3,21600128403,2928,0.0401,0.1961,Pharmetrics
1,2,21602391403,17449,0.2387,0.4263,Pharmetrics
1,9,21605007403,33405,0.4571,0.4982,Pharmetrics
1,3,21601907403,33247,0.4549,0.498,Pharmetrics
1,3,21604172403,20899,0.286,0.4519,Pharmetrics
1,1,21600280403,4980,0.0681,0.252,Pharmetrics
1,4,21600490403,17019,0.2329,0.4227,Pharmetrics
1,2,21602488403,17528,0.2398,0.427,Pharmetrics
1,2,21602968403,9749,0.1334,0.34,Pharmetrics
1,10,21603551403,59920,0.8199,0.3843,Pharmetrics
1,10,1742253403,3726,0.051,0.22,Pharmetrics
1,2,21601909403,8503,0.1163,0.3206,Pharmetrics
1,1,21602176403,36202,0.4953,0.5,Pharmetrics
1,3,21602515403,29425,0.4026,0.4904,Pharmetrics
1,8,21600959403,22780,0.3117,0.4632,Pharmetrics
1,10,21600003403,44719,0.6119,0.4873,Pharmetrics
1,5,21602471403,15577,0.2131,0.4095,Pharmetrics
1,3,21601909403,6621,0.0906,0.287,Pharmetrics
1,7,21602473403,13692,0.1873,0.3902,Pharmetrics
1,2,21603409403,26689,0.3652,0.4815,Pharmetrics
1,10,21602567403,42567,0.5824,0.4932,Pharmetrics
1,10,21602960403,20542,0.2811,0.4495,Pharmetrics
1,6,21605144403,18937,0.2591,0.4381,Pharmetrics
1,10,21605172403,57409,0.7855,0.4105,Pharmetrics
1,10,21601315403,4822,0.066,0.2482,Pharmetrics
1,5,21604343403,8528,0.1167,0.321,Pharmetrics
1,3,708298403,12801,0.1752,0.3801,Pharmetrics
1,10,1549786403,21194,0.29,0.4538,Pharmetrics
1,3,21601522403,10070,0.1378,0.3447,Pharmetrics
1,9,21602388403,18506,0.2532,0.4349,Pharmetrics
1,3,21604034403,13107,0.1793,0.3836,Pharmetrics
1,7,21600490403,15379,0.2104,0.4076,Pharmetrics
1,3,21601168403,32237,0.4411,0.4965,Pharmetrics
1,9,21601487403,13038,0.1784,0.3828,Pharmetrics
1,8,21604015403,6834,0.0935,0.2911,Pharmetrics
1,10,21602868403,27635,0.3781,0.4849,Pharmetrics
1,10,21603932403,43910,0.6008,0.4897,Pharmetrics
1,9,1549786403,13987,0.1914,0.3934,Pharmetrics
1,8,21601237403,20364,0.2786,0.4483,Pharmetrics
1,5,21601541403,3965,0.0543,0.2265,Pharmetrics
1,10,21603282403,23243,0.318,0.4657,Pharmetrics
1,9,21602179403,25163,0.3443,0.4751,Pharmetrics
1,7,21605096403,6280,0.0859,0.2803,Pharmetrics
1,3,21602144403,17821,0.2438,0.4294,Pharmetrics
1,1,1177480403,12902,0.1765,0.3813,Pharmetrics
1,9,21602551403,10121,0.1385,0.3454,Pharmetrics
1,4,21605165403,12845,0.1758,0.3806,Pharmetrics
1,4,21600202403,16827,0.2302,0.421,Pharmetrics
1,1,21600885403,15644,0.2141,0.4102,Pharmetrics
1,9,21601167403,35734,0.4889,0.4999,Pharmetrics
1,4,21601702403,1959,0.0268,0.1615,Pharmetrics
1,9,21604254403,16735,0.229,0.4202,Pharmetrics
1,7,21604147403,8053,0.1102,0.3131,Pharmetrics
1,1,21604765403,1312,0.018,0.1328,Pharmetrics
1,3,21605200403,15055,0.206,0.4044,Pharmetrics
1,10,1137529403,1107,0.0151,0.1221,Pharmetrics
1,4,21600001403,29170,0.3991,0.4897,Pharmetrics
1,5,21602159403,25774,0.3527,0.4778,Pharmetrics
1,3,21602304403,2761,0.0378,0.1907,Pharmetrics
1,5,21603813403,11631,0.1591,0.3658,Pharmetrics
1,9,21602723403,20692,0.2831,0.4505,Pharmetrics
1,9,21604091403,7167,0.0981,0.2974,Pharmetrics
1,10,21604303403,55622,0.7611,0.4264,Pharmetrics
1,3,21603241403,6030,0.0825,0.2751,Pharmetrics
1,3,21604200403,14190,0.1942,0.3956,Pharmetrics
1,5,21602628403,3169,0.0434,0.2037,Pharmetrics
1,10,21602969403,19272,0.2637,0.4406,Pharmetrics
1,3,21604606403,28665,0.3922,0.4882,Pharmetrics
1,6,21603932403,7400,0.1013,0.3017,Pharmetrics
1,8,1123698403,2464,0.0337,0.1805,Pharmetrics
1,1,21602797403,6837,0.0935,0.2912,Pharmetrics
1,3,21605205403,35063,0.4798,0.4996,Pharmetrics
1,9,777221403,2482,0.034,0.1811,Pharmetrics
1,1,21605097403,12498,0.171,0.3765,Pharmetrics
1,8,21602178403,15665,0.2143,0.4104,Pharmetrics
1,4,21602282403,14210,0.1944,0.3958,Pharmetrics
1,3,21603933403,34365,0.4702,0.4991,Pharmetrics
1,6,21600229403,10389,0.1421,0.3492,Pharmetrics
1,10,21602304403,10431,0.1427,0.3498,Pharmetrics
1,3,21602994403,1540,0.0211,0.1436,Pharmetrics
1,2,21601741403,2244,0.0307,0.1725,Pharmetrics
1,9,1367500403,836,0.0114,0.1063,Pharmetrics
1,4,1124957403,7892,0.108,0.3104,Pharmetrics
1,9,21605372403,2062,0.0282,0.1656,Pharmetrics
1,3,920458403,914,0.0125,0.1111,Pharmetrics
1,1,1154077403,1024,0.014,0.1175,Pharmetrics
1,3,21602627403,10561,0.1445,0.3516,Pharmetrics
1,2,21600652403,8399,0.1149,0.3189,Pharmetrics
1,7,21600679403,1835,0.0251,0.1565,Pharmetrics
1,4,21605097403,6955,0.0952,0.2934,Pharmetrics
1,1,21601503403,11435,0.1565,0.3633,Pharmetrics
1,1,21603241403,7528,0.103,0.304,Pharmetrics
1,1,21604729403,6818,0.0933,0.2908,Pharmetrics
1,5,21601463403,1398,0.0191,0.137,Pharmetrics
1,9,21602100403,7654,0.1047,0.30620000000000003,Pharmetrics
1,3,989878403,6025,0.0824,0.275,Pharmetrics
1,5,21602196403,11201,0.1533,0.3602,Pharmetrics
1,3,21605295403,3476,0.0476,0.2128,Pharmetrics
1,7,21600492403,15273,0.209,0.4066,Pharmetrics
1,9,21601801403,6168,0.0844,0.278,Pharmetrics
1,9,21601532403,1563,0.0214,0.1447,Pharmetrics
1,2,21602471403,21143,0.2893,0.4534,Pharmetrics
1,8,1136980403,6071,0.0831,0.276,Pharmetrics
1,10,21603041403,22897,0.3133,0.4638,Pharmetrics
1,3,21603327403,1749,0.0239,0.1528,Pharmetrics
1,1,21604803403,6284,0.086,0.2803,Pharmetrics
1,3,21601370403,4084,0.0559,0.2297,Pharmetrics
1,4,21603248403,7390,0.1011,0.3015,Pharmetrics
1,2,705103403,951,0.013,0.1133,Pharmetrics
1,5,21601167403,28345,0.3878,0.4873,Pharmetrics
1,1,21604838403,1783,0.0244,0.1543,Pharmetrics
1,5,1506270403,4746,0.0649,0.2464,Pharmetrics
1,10,21601371403,16404,0.2245,0.4172,Pharmetrics
1,2,21603076403,770,0.0105,0.1021,Pharmetrics
1,10,21603446403,7313,0.1001,0.3001,Pharmetrics
1,5,21600046403,7138,0.0977,0.2969,Pharmetrics
1,2,21600961403,2662,0.0364,0.1873,Pharmetrics
1,4,997881403,1056,0.0144,0.1193,Pharmetrics
1,3,1110410403,3898,0.0533,0.2247,Pharmetrics
1,8,21602728403,6584,0.0901,0.2863,Pharmetrics
1,9,40254009403,4120,0.0564,0.2306,Pharmetrics
1,5,21602472403,13975,0.1912,0.3933,Pharmetrics
1,5,21600600403,12371,0.1693,0.375,Pharmetrics
1,5,21602019403,2149,0.0294,0.1689,Pharmetrics
1,8,21602391403,6725,0.092,0.289,Pharmetrics
1,9,21602994403,1729,0.0237,0.152,Pharmetrics
1,1,21602391403,19943,0.2729,0.4454,Pharmetrics
1,7,21604182403,13507,0.1848,0.3881,Pharmetrics
1,7,21603553403,12599,0.1724,0.3777,Pharmetrics
1,2,21602099403,24695,0.3379,0.473,Pharmetrics
1,2,21601153403,15303,0.2094,0.4069,Pharmetrics
1,2,21600483403,3030,0.0415,0.1993,Pharmetrics
1,1,1110410403,4992,0.0683,0.2523,Pharmetrics
1,8,1126658403,3080,0.0421,0.2009,Pharmetrics
1,9,21602797403,5037,0.0689,0.2533,Pharmetrics
1,2,1549786403,12462,0.1705,0.3761,Pharmetrics
1,8,21602004403,2931,0.0401,0.1962,Pharmetrics
1,3,21601738403,3947,0.054,0.226,Pharmetrics
1,7,21604303403,23179,0.3172,0.4654,Pharmetrics
1,3,19011035403,8950,0.1225,0.3278,Pharmetrics
1,8,21601386403,14668,0.2007,0.4005,Pharmetrics
1,3,21601553403,1588,0.0217,0.1458,Pharmetrics
1,10,739902403,850,0.0116,0.1072,Pharmetrics
1,5,21603933403,23054,0.3154,0.4647,Pharmetrics
1,1,21605318403,1976,0.027,0.1622,Pharmetrics
1,8,21604035403,13394,0.1833,0.3869,Pharmetrics
1,10,21602697403,797,0.0109,0.1039,Pharmetrics
1,10,1154343403,13178,0.1803,0.3844,Pharmetrics
1,1,1705674403,4880,0.0668,0.2496,Pharmetrics
1,2,21602990403,1954,0.0267,0.1613,Pharmetrics
1,5,21600001403,27379,0.3746,0.484,Pharmetrics
1,6,21603274403,6435,0.088,0.2834,Pharmetrics
1,2,1136980403,16192,0.2216,0.4153,Pharmetrics
1,2,21603812403,16326,0.2234,0.4165,Pharmetrics
1,2,46275993403,5149,0.0705,0.2559,Pharmetrics
1,1,21601845403,2541,0.0348,0.1832,Pharmetrics
1,6,21603814403,8054,0.1102,0.3131,Pharmetrics
1,8,21605180403,24400,0.3339,0.4716,Pharmetrics
1,7,21605297403,1891,0.0259,0.1588,Pharmetrics
1,8,21600101403,7488,0.1025,0.3032,Pharmetrics
1,4,21602028403,2609,0.0357,0.1855,Pharmetrics
1,3,753626403,11883,0.1626,0.369,Pharmetrics
1,3,21602537403,11401,0.156,0.3629,Pharmetrics
1,5,715939403,2056,0.0281,0.1653,Pharmetrics
1,2,21600859403,9454,0.1294,0.3356,Pharmetrics
1,6,21603813403,9478,0.1297,0.336,Pharmetrics
1,2,21600048403,1404,0.0192,0.1373,Pharmetrics
1,9,21602004403,6002,0.0821,0.2746,Pharmetrics
1,8,21604036403,13387,0.1832,0.3868,Pharmetrics
1,4,43534771403,1681,0.023,0.1499,Pharmetrics
1,3,21604291403,13777,0.1885,0.3911,Pharmetrics
1,5,1177480403,5013,0.0686,0.2528,Pharmetrics
1,7,21601179403,9380,0.1283,0.3345,Pharmetrics
1,6,21604364403,1706,0.0233,0.151,Pharmetrics
1,5,21605097403,4540,0.0621,0.2414,Pharmetrics
1,1,21601719403,2659,0.0364,0.1872,Pharmetrics
1,10,947899403,1861,0.0255,0.1575,Pharmetrics
1,5,21605204403,27789,0.3802,0.4854,Pharmetrics
1,6,21600363403,3504,0.0479,0.2136,Pharmetrics
1,2,21604228403,8309,0.1137,0.3174,Pharmetrics
1,8,21604589403,1078,0.0147,0.1206,Pharmetrics
1,10,21605010403,8458,0.1157,0.3199,Pharmetrics
1,3,19003953403,2211,0.0303,0.1713,Pharmetrics
1,8,21601128403,22362,0.306,0.4608,Pharmetrics
1,2,21602616403,13908,0.1903,0.3925,Pharmetrics
1,2,21600531403,4021,0.055,0.228,Pharmetrics
1,10,21605227403,5448,0.0745,0.2627,Pharmetrics
1,6,21602798403,1320,0.0181,0.1332,Pharmetrics
1,6,21602488403,10698,0.1464,0.3535,Pharmetrics
1,8,21601682403,1177,0.0161,0.1259,Pharmetrics
1,8,1595799403,2936,0.0402,0.1964,Pharmetrics
1,4,21601179403,10624,0.1454,0.3525,Pharmetrics
1,9,1149380403,3220,0.0441,0.2052,Pharmetrics
1,4,1154029403,13115,0.1794,0.3837,Pharmetrics
1,9,21601032403,1949,0.0267,0.1611,Pharmetrics
1,7,21601503403,8281,0.1133,0.317,Pharmetrics
1,8,21603041403,4034,0.0552,0.2284,Pharmetrics
1,1,21601369403,3015,0.0413,0.1989,Pharmetrics
1,5,1154029403,2902,0.0397,0.1953,Pharmetrics
1,1,1149380403,3393,0.0464,0.2104,Pharmetrics
1,7,21605295403,1891,0.0259,0.1588,Pharmetrics
1,6,21605007403,14635,0.2002,0.4002,Pharmetrics
1,9,21602323403,5182,0.0709,0.2567,Pharmetrics
1,4,21602159403,22390,0.3064,0.461,Pharmetrics
1,6,21602796403,9415,0.1288,0.335,Pharmetrics
1,7,21601153403,9840,0.1346,0.3413,Pharmetrics
1,2,21605164403,17467,0.239,0.4265,Pharmetrics
1,2,1595799403,3492,0.0478,0.2133,Pharmetrics
1,3,21602496403,15219,0.2082,0.406,Pharmetrics
1,4,21601741403,1676,0.0229,0.1497,Pharmetrics
1,4,1836430403,785,0.0107,0.1031,Pharmetrics
1,4,21600064403,8230,0.1126,0.3161,Pharmetrics
1,7,21602098403,13632,0.1865,0.3895,Pharmetrics
1,8,21601719403,1682,0.023,0.1499,Pharmetrics
1,8,21600491403,8708,0.1191,0.324,Pharmetrics
1,6,21600202403,5645,0.0772,0.267,Pharmetrics
1,8,21601903403,2993,0.041,0.1982,Pharmetrics
